code_commune_insee;nom_de_la_commune;code_postal;ligne_5;libelle_d_acheminement;coordonnees_gps
08391;ST MENGES;08200;;ST MENGES;49.760275302,4.931705788
25570;TRESSANDANS;25680;;TRESSANDANS;47.497530399,6.336701814
14103;LE BREUIL EN BESSIN;14330;;LE BREUIL EN BESSIN;49.254451504,-0.855654273
08393;ST PIERRE A ARNES;08310;;ST PIERRE A ARNES;49.296762191,4.463667503
25578;VALDAHON;25800;;VALDAHON;47.163289923,6.332177191
14124;LA CAMBE;14230;;LA CAMBE;49.344768793,-1.009958828
08395;ST PIERRE SUR VENCE;08430;;ST PIERRE SUR VENCE;49.701894055,4.683329371
25594;VELESMES ESSARTS;25410;;VELESMES ESSARTS;47.189436416,5.869946777
14134;CANTELOUP;14370;;CANTELOUP;49.136466222,-0.121358083
08396;ST QUENTIN LE PETIT;08220;;ST QUENTIN LE PETIT;49.585725482,4.079799691
25597;VELLEVANS;25430;;VELLEVANS;47.306931154,6.50218517
14150;CESNY LES SOURCES;14220;ANGOVILLE;CESNY LES SOURCES;48.969938445,-0.369880492
08417;SEVIGNY LA FORET;08230;;SEVIGNY LA FORET;49.87937382,4.478490495
25601;VERCEL VILLEDIEU LE CAMP;25530;;VERCEL VILLEDIEU LE CAMP;47.189526653,6.381139944
14150;CESNY LES SOURCES;14220;CESNY BOIS HALBOUT;CESNY LES SOURCES;48.969938445,-0.369880492
08420;SIGNY LE PETIT;08380;LA GRUERIE;SIGNY LE PETIT;49.929831737,4.321946455
25613;VIETHOREY;25340;;VIETHOREY;47.420736836,6.422270163
14150;CESNY LES SOURCES;14220;TOURNEBU;CESNY LES SOURCES;48.969938445,-0.369880492
08425;SOMMERANCE;08250;;SOMMERANCE;49.326202622,4.992260818
25615;VILLARS LES BLAMONT;25310;;VILLARS LES BLAMONT;47.368383721,6.871414913
14159;CHOUAIN;14250;;CHOUAIN;49.210175739,-0.640821017
08431;SUGNY;08400;;SUGNY;49.355915877,4.662035527
25619;LES VILLEDIEU;25240;;LES VILLEDIEU;46.713906258,6.26583065
14165;COLLEVILLE SUR MER;14710;;COLLEVILLE SUR MER;49.350132184,-0.848532297
08432;SURY;08090;;SURY;49.765682304,4.612110679
25622;VILLERS BUZON;25170;;VILLERS BUZON;47.228558434,5.852186748
14173;CONDE SUR IFS;14270;;CONDE SUR IFS;49.036622146,-0.13988407
08434;SY;08390;;SY;49.513909496,4.872390803
25625;VILLERS LA COMBE;25510;;VILLERS LA COMBE;47.240809828,6.473842387
14174;CONDE EN NORMANDIE;14110;ST GERMAIN DU CRIOULT;CONDE EN NORMANDIE;48.886398038,-0.54847721
08437;TAILLY;08240;;TAILLY;49.40748878,5.06855392
25627;VILLERS SOUS CHALAMONT;25270;;VILLERS SOUS CHALAMONT;46.901588322,6.045328224
14182;CORMOLAIN;14240;;CORMOLAIN;49.129308223,-0.862229649
08437;TAILLY;08240;ANDEVANNE;TAILLY;49.40748878,5.06855392
25632;VOUJEAUCOURT;25420;;VOUJEAUCOURT;47.473552905,6.782505604
14184;COTTUN;14400;;COTTUN;49.268375432,-0.785682052
08437;TAILLY;08240;REMONVILLE;TAILLY;49.40748878,5.06855392
26005;ALLAN;26780;;ALLAN;44.494772796,4.798705608
14194;COURTONNE LES DEUX EGLISES;14290;;COURTONNE LES DEUX EGLISES;49.088625766,0.37806616
08439;TANNAY;08390;;TANNAY;49.524207919,4.825109437
26012;ARNAYON;26470;;ARNAYON;44.493378659,5.311424062
14200;CREULLY SUR SEULLES;14480;CREULLY;CREULLY SUR SEULLES;49.281242776,-0.557494388
08449;THIN LE MOUTIER;08460;;THIN LE MOUTIER;49.715054531,4.511553523
26018;AULAN;26570;;AULAN;44.229871632,5.421906115
14204;CRICQUEVILLE EN BESSIN;14450;;CRICQUEVILLE EN BESSIN;49.378791473,-1.001386299
08454;TOULIGNY;08430;;TOULIGNY;49.677184386,4.614540555
26025;BARNAVE;26310;;BARNAVE;44.657417517,5.36704127
14205;CRISTOT;14250;;CRISTOT;49.194316509,-0.571542818
08463;VAUX EN DIEULET;08240;;VAUX EN DIEULET;49.478696586,4.991478089
26030;LA BATIE DES FONDS;26310;;LA BATIE DES FONDS;44.515357022,5.629605743
14220;DEAUVILLE;14800;;DEAUVILLE;49.354741013,0.075292366
08469;VENDRESSE;08160;;VENDRESSE;49.603596761,4.792003774
26054;BOUCHET;26790;;BOUCHET;44.297889924,4.884267214
14221;DEMOUVILLE;14840;;DEMOUVILLE;49.17803667,-0.26388213
08472;VIEL ST REMY;08270;;VIEL ST REMY;49.632585017,4.484161849
26055;BOULC;26410;;BOULC;44.637864001,5.584752035
14224;DEUX JUMEAUX;14230;;DEUX JUMEAUX;49.354619917,-0.969505901
08481;VILLERS SUR BAR;08350;;VILLERS SUR BAR;49.68227569,4.855147066
26055;BOULC;26410;RAVEL ET FERRIERS;BOULC;44.637864001,5.584752035
14226;DONNAY;14220;;DONNAY;48.947228966,-0.417844831
08486;VIREUX MOLHAIN;08320;;VIREUX MOLHAIN;50.077121172,4.705205543
26058;BOURG LES VALENCE;26500;;BOURG LES VALENCE;44.965074915,4.894101357
14228;DOUVRES LA DELIVRANDE;14440;;DOUVRES LA DELIVRANDE;49.289961453,-0.392225177
08490;VOUZIERS;08400;BLAISE;VOUZIERS;49.414835162,4.696807375
26065;CHABRILLAN;26400;;CHABRILLAN;44.713207575,4.96041939
14240;EPANEY;14170;;EPANEY;48.945385969,-0.159639725
08491;VRIGNE AUX BOIS;08350;BOSSEVAL ET BRIANCOURT;VRIGNE AUX BOIS;49.753847259,4.864278206
26066;LE CHAFFAL;26190;;LE CHAFFAL;44.873527478,5.178527282
14244;ERAINES;14700;;ERAINES;48.905069203,-0.15842381
09001;AIGUES JUNTES;09240;;AIGUES JUNTES;43.050400025,1.471458393
26069;CHAMALOC;26150;;CHAMALOC;44.812163115,5.385542014
14249;ESQUAY NOTRE DAME;14210;;ESQUAY NOTRE DAME;49.11325053,-0.471322748
09014;ARGEIN;09800;;ARGEIN;42.923755653,0.990460504
26070;CHAMARET;26230;;CHAMARET;44.394882513,4.875950662
14252;ESTREES LA CAMPAGNE;14190;;ESTREES LA CAMPAGNE;49.008015338,-0.242835504
09021;ARTIX;09120;;ARTIX;43.06660141,1.562149832
26071;CHANOS CURSON;26600;;CHANOS CURSON;45.05746748,4.918170247
14256;ETREHAM;14400;;ETREHAM;49.321019868,-0.794221016
09022;ARVIGNA;09100;;ARVIGNA;43.059194027,1.72896982
26075;LA CHARCE;26470;;LA CHARCE;44.466451658,5.444633077
14272;LA FOLIE;14710;;LA FOLIE;49.263508017,-0.970157537
09023;ASCOU;09110;;ASCOU;42.719585461,1.930831083
26079;CHARPEY;26300;ST DIDIER DE CHARPEY;CHARPEY;44.943465377,5.079788339
14281;FORMIGNY LA BATAILLE;14710;FORMIGNY;FORMIGNY LA BATAILLE;49.336389977,-0.915703708
09025;AUCAZEIN;09800;;AUCAZEIN;42.920698535,0.966276035
26080;CHASTEL ARNAUD;26340;;CHASTEL ARNAUD;44.659465081,5.209842724
14283;FOURCHES;14620;;FOURCHES;48.858192675,-0.074477045
09027;AUGIREIN;09800;;AUGIREIN;42.910788832,0.916933324
26085;CHATEAUNEUF DU RHONE;26780;;CHATEAUNEUF DU RHONE;44.503480345,4.724639081
14285;LE FOURNET;14340;;LE FOURNET;49.200305301,0.111289887
09030;AUZAT;09220;;AUZAT;42.70207511,1.443094286
26086;CHATILLON EN DIOIS;26410;CREYERS;CHATILLON EN DIOIS;44.727672729,5.527827656
14286;FOURNEVILLE;14600;;FOURNEVILLE;49.357326672,0.232739264
09031;AXIAT;09250;;AXIAT;42.799326321,1.760803165
26089;CHAUDEBONNE;26110;;CHAUDEBONNE;44.474916997,5.23866199
14288;LE FRESNE CAMILLY;14480;;LE FRESNE CAMILLY;49.256288243,-0.488412237
09032;AX LES THERMES;09110;;AX LES THERMES;42.686666996,1.818050343
26092;CHAVANNES;26260;;CHAVANNES;45.103660246,4.924426332
14297;GAVRUS;14210;;GAVRUS;49.116554093,-0.507356663
09033;BAGERT;09230;;BAGERT;43.079639124,1.070089761
26094;CLAVEYSON;26240;;CLAVEYSON;45.173018025,4.933788902
14301;GIBERVILLE;14730;;GIBERVILLE;49.177865446,-0.286092335
09035;BALAGUERES;09800;BALAGUE;BALAGUERES;42.967660998,1.017477618
26096;CLERIEUX;26260;;CLERIEUX;45.080270594,4.954954155
14312;GRANDCAMP MAISY;14450;MAISY;GRANDCAMP MAISY;49.375084974,-1.044491233
09040;LA BASTIDE DE LORDAT;09700;;LA BASTIDE DE LORDAT;43.139634572,1.71491945
26101;COMPS;26220;;COMPS;44.552099099,5.104181652
14332;LA HOGUETTE;14700;;LA HOGUETTE;48.85325375,-0.160791972
09044;BAULOU;09000;;BAULOU;43.017685603,1.541944802
26110;CROZES HERMITAGE;26600;;CROZES HERMITAGE;45.097095561,4.843915655
14342;ISIGNY SUR MER;14230;VOUILLY;ISIGNY SUR MER;49.285064924,-1.069847082
09069;BUZAN;09800;;BUZAN;42.956738398,0.960131893
26114;DIEULEFIT;26220;;DIEULEFIT;44.530903236,5.065013493
14343;LES ISLES BARDEL;14690;;LES ISLES BARDEL;48.837995396,-0.349399058
09075;CAMPAGNE SUR ARIZE;09350;;CAMPAGNE SUR ARIZE;43.119839747,1.321466475
26117;ECHEVIS;26190;;ECHEVIS;45.024125446,5.385620338
14347;DIALAN SUR CHAINE;14260;LE MESNIL AUZOUF;DIALAN SUR CHAINE;49.002500487,-0.741813697
09079;CARLA BAYLE;09130;;CARLA BAYLE;43.157661251,1.372905938
26124;ETOILE SUR RHONE;26800;;ETOILE SUR RHONE;44.831287204,4.874764086
14348;JUVIGNY SUR SEULLES;14250;;JUVIGNY SUR SEULLES;49.155585384,-0.603720092
09081;LE CARLARET;09100;;LE CARLARET;43.131173395,1.694136768
26124;ETOILE SUR RHONE;26800;LA PAILLASSE;ETOILE SUR RHONE;44.831287204,4.874764086
14349;LAIZE CLINCHAMPS;14320;CLINCHAMPS SUR ORNE;LAIZE CLINCHAMPS;49.08233605,-0.399336745
09085;CASTILLON EN COUSERANS;09800;;CASTILLON EN COUSERANS;42.916594803,1.055073703
26126;EYGALAYES;26560;;EYGALAYES;44.221810137,5.594230453
14353;LANDES SUR AJON;14310;;LANDES SUR AJON;49.076743797,-0.571650642
09086;CAUMONT;09160;;CAUMONT;43.02401843,1.079753911
26127;EYGALIERS;26170;;EYGALIERS;44.240140808,5.284219517
14360;LEFFARD;14700;;LEFFARD;48.916230629,-0.297976085
09087;CAUSSOU;09250;;CAUSSOU;42.772186683,1.822240933
26129;EYMEUX;26730;;EYMEUX;45.066679994,5.18280369
14370;LE MOLAY LITTRY;14330;LE MOLAY;LE MOLAY LITTRY;49.234505943,-0.889839119
09088;CAYCHAX;09250;;CAYCHAX;42.807965084,1.727685748
26129;EYMEUX;26730;L ECANCIERE;EYMEUX;45.066679994,5.18280369
14371;LIVAROT PAYS D AUGE;14140;FERVAQUES;LIVAROT PAYS D AUGE;49.003427222,0.227043337
09098;CONTRAZY;09230;;CONTRAZY;43.05778681,1.206512236
26134;FELINES SUR RIMANDOULE;26160;;FELINES SUR RIMANDOULE;44.585420935,5.055253269
14371;LIVAROT PAYS D AUGE;14140;LA CROUPTE;LIVAROT PAYS D AUGE;49.003427222,0.227043337
09099;COS;09000;;COS;42.980009049,1.56912078
26149;HOSTUN;26730;;HOSTUN;45.031752266,5.203965316
14371;LIVAROT PAYS D AUGE;14140;LE MESNIL GERMAIN;LIVAROT PAYS D AUGE;49.003427222,0.227043337
09101;COUSSA;09120;;COUSSA;43.064594671,1.689935355
26162;LENS LESTANG;26210;;LENS LESTANG;45.296445596,5.040911444
14371;LIVAROT PAYS D AUGE;14140;LES MOUTIERS HUBERT;LIVAROT PAYS D AUGE;49.003427222,0.227043337
09102;COUTENS;09500;;COUTENS;43.067837503,1.822826214
26165;LIVRON SUR DROME;26250;LES PETITS ROBINS;LIVRON SUR DROME;44.787431512,4.838768414
14371;LIVAROT PAYS D AUGE;14140;NOTRE DAME DE COURSON;LIVAROT PAYS D AUGE;49.003427222,0.227043337
09111;ENGOMER;09800;;ENGOMER;42.939934078,1.063148979
26166;LORIOL SUR DROME;26270;;LORIOL SUR DROME;44.749912404,4.805783783
14371;LIVAROT PAYS D AUGE;14140;ST OUEN LE HOUX;LIVAROT PAYS D AUGE;49.003427222,0.227043337
09114;ERP;09200;;ERP;42.935070306,1.200415947
26167;LUC EN DIOIS;26310;;LUC EN DIOIS;44.610395917,5.45862719
14383;LOUVIGNY;14111;;LOUVIGNY;49.155601292,-0.39708702
09119;EYCHEIL;09200;;EYCHEIL;42.955606635,1.156517253
26170;MALISSARD;26120;;MALISSARD;44.901012356,4.958671397
14405;MARTIGNY SUR L ANTE;14700;;MARTIGNY SUR L ANTE;48.890290803,-0.287468256
09124;LE FOSSAT;09130;;LE FOSSAT;43.179802436,1.414995621
26174;MARGES;26260;;MARGES;45.131675166,5.030006513
14406;MOULINS EN BESSIN;14480;RUCQUEVILLE;MOULINS EN BESSIN;49.251064884,-0.562341408
09127;GABRE;09290;;GABRE;43.065724354,1.421001416
26199;MONTFERRAND LA FARE;26510;;MONTFERRAND LA FARE;44.342279454,5.449951443
14408;MAY SUR ORNE;14320;;MAY SUR ORNE;49.096045186,-0.378686297
09128;GAJAN;09190;;GAJAN;43.037719418,1.13492865
26200;MONTFROC;26560;;MONTFROC;44.172581072,5.637971415
14419;LE MESNIL EUDES;14100;;LE MESNIL EUDES;49.093072481,0.173956353
09152;LAPEGE;09400;;LAPEGE;42.804183641,1.55570734
26202;MONTJOUX;26220;;MONTJOUX;44.489473933,5.1033387
14431;MEZIDON VALLEE D AUGE;14140;COUPESARTE;MEZIDON VALLEE D AUGE;49.07918135,-0.011415898
09159;LASSUR;09310;;LASSUR;42.741057902,1.717707107
26205;MONTMAUR EN DIOIS;26150;;MONTMAUR EN DIOIS;44.678379452,5.363750812
14431;MEZIDON VALLEE D AUGE;14140;GRANDCHAMP LE CHATEAU;MEZIDON VALLEE D AUGE;49.07918135,-0.011415898
09163;LESCOUSSE;09100;;LESCOUSSE;43.149687686,1.512874982
26208;MONTOISON;26800;;MONTOISON;44.797481632,4.930443744
14431;MEZIDON VALLEE D AUGE;14270;ST CRESPIN;MEZIDON VALLEE D AUGE;49.07918135,-0.011415898
09166;LEYCHERT;09300;;LEYCHERT;42.945341068,1.726670395
26209;MONTREAL LES SOURCES;26510;;MONTREAL LES SOURCES;44.400585157,5.306822557
14431;MEZIDON VALLEE D AUGE;14370;CROISSANVILLE;MEZIDON VALLEE D AUGE;49.07918135,-0.011415898
09167;LEZAT SUR LEZE;09210;;LEZAT SUR LEZE;43.280133208,1.344676726
26211;MONTSEGUR SUR LAUZON;26130;;MONTSEGUR SUR LAUZON;44.367787841,4.857559771
14435;LES MONCEAUX;14100;;LES MONCEAUX;49.110768411,0.130463377
09168;LIEURAC;09300;;LIEURAC;42.98481333,1.790370452
26213;MORAS EN VALLOIRE;26210;;MORAS EN VALLOIRE;45.285901433,4.999954842
14436;MONCEAUX EN BESSIN;14400;;MONCEAUX EN BESSIN;49.250832538,-0.69006012
09170;LISSAC;09700;;LISSAC;43.266926392,1.509272663
26214;MORNANS;26460;;MORNANS;44.621209405,5.133479681
14438;MONDRAINVILLE;14210;;MONDRAINVILLE;49.141832528,-0.512191143
09176;LUZENAC;09250;;LUZENAC;42.719898764,1.742746421
26215;LA MOTTE CHALANCON;26470;;LA MOTTE CHALANCON;44.49554452,5.384693271
14446;MONTIGNY;14210;;MONTIGNY;49.040835278,-0.534439365
09180;MANSES;09500;;MANSES;43.107583601,1.814275617
26216;ST JEAN DE GALAURE;26240;MUREILS;ST JEAN DE GALAURE;45.199048283,4.900813422
14456;MOULT CHICHEBOVILLE;14370;CHICHEBOVILLE;MOULT CHICHEBOVILLE;49.109861917,-0.187504821
09186;MERAS;09350;;MERAS;43.182846726,1.306924277
26218;MOURS ST EUSEBE;26540;;MOURS ST EUSEBE;45.070824393,5.058943993
14456;MOULT CHICHEBOVILLE;14370;MOULT;MOULT CHICHEBOVILLE;49.109861917,-0.187504821
09188;MERCUS GARRABET;09400;AMPLAING;MERCUS GARRABET;42.879971144,1.643807621
26224;OURCHES;26120;;OURCHES;44.806417523,5.046262908
14461;MUTRECY;14220;;MUTRECY;49.064230485,-0.423174606
09192;MIGLOS;09400;;MIGLOS;42.779333434,1.605596246
26236;PIERRELONGUE;26170;;PIERRELONGUE;44.249714464,5.214508226
14475;VAL D ARRY;14210;NOYERS BOCAGE;VAL D ARRY;49.11352574,-0.56798906
09210;MONTOULIEU;09000;;MONTOULIEU;42.903977768,1.605136393
26238;LES PILLES;26110;;LES PILLES;44.377931434,5.199316975
14475;VAL D ARRY;14310;TOURNAY SUR ODON;VAL D ARRY;49.11352574,-0.56798906
09212;MONTSERON;09240;;MONTSERON;43.020347547,1.316778655
26258;PUY ST MARTIN;26450;;PUY ST MARTIN;44.624084841,4.971704493
14488;OUISTREHAM;14150;;OUISTREHAM;49.274415962,-0.261218881
09218;ORGEIX;09110;;ORGEIX;42.675507146,1.876688011
26261;REAUVILLE;26230;;REAUVILLE;44.451891585,4.839027935
14492;PENNEDEPIE;14600;;PENNEDEPIE;49.401225858,0.163811593
09234;PRADIERES;09000;;PRADIERES;42.961290169,1.656557579
26262;RECOUBEAU JANSAC;26310;JANSAC;RECOUBEAU JANSAC;44.651876299,5.404157504
14494;PERIERS EN AUGE;14160;;PERIERS EN AUGE;49.264642977,-0.093984941
09246;RIMONT;09420;;RIMONT;42.988267242,1.284044986
26268;ROCHEBAUDIN;26160;;ROCHEBAUDIN;44.575162488,5.030710176
14496;PERIGNY;14770;;PERIGNY;48.919719465,-0.605313832
09249;ROQUEFIXADE;09300;;ROQUEFIXADE;42.933330452,1.764185769
26276;ROCHE ST SECRET BECONNE;26770;;ROCHE ST SECRET BECONNE;44.479724398,5.042735827
14497;PERRIERES;14170;;PERRIERES;48.959641142,-0.125866646
09251;ROUMENGOUX;09500;;ROUMENGOUX;43.076688919,1.924350954
26281;ROMANS SUR ISERE;26100;;ROMANS SUR ISERE;45.054841799,5.038195502
14499;PETIVILLE;14390;;PETIVILLE;49.242414884,-0.169184725
09258;ST FELIX DE RIEUTORD;09120;;ST FELIX DE RIEUTORD;43.044014321,1.670076587
26283;ROTTIER;26470;;ROTTIER;44.478748442,5.41663258
14501;PIERREFITTE EN CINGLAIS;14690;;PIERREFITTE EN CINGLAIS;48.904193215,-0.388598605
09260;STE FOI;09500;;STE FOI;43.12569719,1.917748319
26286;ROUSSIEUX;26510;;ROUSSIEUX;44.331901916,5.478820178
14502;PIERREPONT;14690;;PIERREPONT;48.886412913,-0.321076094
09261;ST GIRONS;09200;;ST GIRONS;42.975741707,1.153483062
26292;ST AUBAN SUR L OUVEZE;26170;;ST AUBAN SUR L OUVEZE;44.297416586,5.429671336
14509;PLUMETOT;14440;;PLUMETOT;49.277915225,-0.361906748
09264;ST JEAN DE VERGES;09000;;ST JEAN DE VERGES;43.012812588,1.632738357
26293;ST AVIT;26330;;ST AVIT;45.198998582,4.964669864
14515;PORT EN BESSIN HUPPAIN;14520;HUPPAIN;PORT EN BESSIN HUPPAIN;49.339590332,-0.772196728
09264;ST JEAN DE VERGES;09000;VILLENEUVE DU BOSC;ST JEAN DE VERGES;43.012812588,1.632738357
26295;ST BARTHELEMY DE VALS;26240;;ST BARTHELEMY DE VALS;45.162643933,4.876926247
14524;PUTOT EN AUGE;14430;;PUTOT EN AUGE;49.21284005,-0.065962475
09271;ST MICHEL;09100;;ST MICHEL;43.132724948,1.501905709
26299;STE CROIX;26150;;STE CROIX;44.771387561,5.287867133
14527;BELLE VIE EN AUGE;14270;BIEVILLE QUETIEVILLE;BELLE VIE EN AUGE;49.115179421,-0.028824543
09280;SAURAT;09400;;SAURAT;42.883408944,1.504356747
26309;ST JULIEN EN VERCORS;26420;;ST JULIEN EN VERCORS;45.056723763,5.446222161
14528;QUETTEVILLE;14130;;QUETTEVILLE;49.341698397,0.300673776
09280;SAURAT;09400;PRAT COMMUNAL;SAURAT;42.883408944,1.504356747
26312;ST MARCEL LES SAUZET;26740;;ST MARCEL LES SAUZET;44.601033843,4.804865874
14533;REPENTIGNY;14340;;REPENTIGNY;49.199041804,0.042310532
09282;SAVERDUN;09700;;SAVERDUN;43.226886535,1.573617618
26322;ST PANTALEON LES VIGNES;26770;;ST PANTALEON LES VIGNES;44.395782101,5.04208258
14534;REUX;14130;;REUX;49.276892599,0.153952616
09296;AULOS SINSAT;09310;SINSAT;AULOS SINSAT;42.798791183,1.661676101
26329;ST SAUVEUR GOUVERNET;26110;;ST SAUVEUR GOUVERNET;44.330389437,5.376554226
14538;CASTINE EN PLAINE;14540;ROCQUANCOURT;CASTINE EN PLAINE;49.109717578,-0.313874564
09300;SOULA;09000;;SOULA;42.940904276,1.690699231
26338;SAUZET;26740;;SAUZET;44.589262115,4.825251309
14542;ROSEL;14740;;ROSEL;49.22180687,-0.450417188
09307;TAURIGNAN CASTET;09160;;TAURIGNAN CASTET;43.060565939,1.101552294
26343;SOUSPIERRE;26160;;SOUSPIERRE;44.538637467,4.967476258
14543;ROTS;14740;SECQUEVILLE EN BESSIN;ROTS;49.219424845,-0.486298205
09310;THOUARS SUR ARIZE;09350;;THOUARS SUR ARIZE;43.182074146,1.237267375
26348;TAULIGNAN;26770;;TAULIGNAN;44.458845645,4.978560557
14557;ST ARNOULT;14800;;ST ARNOULT;49.330776946,0.089246545
09314;TOURTROL;09500;;TOURTROL;43.069356388,1.799486294
26350;TEYSSIERES;26220;;TEYSSIERES;44.4575677,5.14297436
14563;ST BENOIT D HEBERTOT;14130;;ST BENOIT D HEBERTOT;49.324822164,0.272563285
09315;TREMOULET;09700;;TREMOULET;43.158337118,1.716669535
26353;LES TOURRETTES;26740;;LES TOURRETTES;44.665379516,4.80190472
14570;VALORBIQUET;14290;TORDOUET;VALORBIQUET;49.061518245,0.327914475
09322;USTOU;09140;TREIN D USTOU;USTOU;42.773923865,1.262944348
26358;UPIE;26120;;UPIE;44.79910558,4.980109562
14572;ST DENIS DE MERE;14110;;ST DENIS DE MERE;48.864986059,-0.503273715
09334;VAL DE SOS;09220;SEM;VAL DE SOS;42.782560518,1.478353061
26362;VALENCE;26000;;VALENCE;44.922561335,4.913645994
14574;ST DESIR;14100;;ST DESIR;49.14414173,0.190371676
09342;STE SUZANNE;09130;;STE SUZANNE;43.205632634,1.378413626
26364;VASSIEUX EN VERCORS;26420;;VASSIEUX EN VERCORS;44.880572699,5.374045609
14576;VAL DE VIE;14140;STE FOY DE MONTGOMMERY;VAL DE VIE;48.955007336,0.162403233
10025;BAGNEUX LA FOSSE;10340;;BAGNEUX LA FOSSE;47.998956386,4.291272927
26369;VERCLAUSE;26510;;VERCLAUSE;44.395439824,5.407328738
14587;ST GERMAIN LA BLANCHE HERBE;14280;;ST GERMAIN LA BLANCHE HERBE;49.195653219,-0.422714092
10029;BALNOT SUR LAIGNES;10110;;BALNOT SUR LAIGNES;48.036819397,4.352809918
26371;VERONNE;26340;;VERONNE;44.73641581,5.206938788
14591;AURE SUR MER;14520;STE HONORINE DES PERTES;AURE SUR MER;49.337925344,-0.813852619
10032;BAROVILLE;10200;;BAROVILLE;48.183374438,4.740890209
26378;VOLVENT;26470;;VOLVENT;44.567806727,5.349604989
14603;ST LAURENT DE CONDEL;14220;;ST LAURENT DE CONDEL;49.026137614,-0.394808587
10038;BERCENAY LE HAYER;10290;;BERCENAY LE HAYER;48.331461305,3.59044128
26381;JAILLANS;26300;;JAILLANS;45.029350708,5.169666179
14621;ST MARTIN DE BIENFAITE LA CRESSONNIERE;14290;LA CRESSONNIERE;ST MARTIN BIENFAITE CRESSONNIERE;49.032838473,0.352957575
10060;BREVIANDES;10450;;BREVIANDES;48.256242713,4.105902589
27004;AIGLEVILLE;27120;;AIGLEVILLE;49.005828514,1.425966936
14623;ST MARTIN DE FONTENAY;14320;;ST MARTIN DE FONTENAY;49.11484418,-0.352017302
10060;BREVIANDES;10450;VILLEPART;BREVIANDES;48.256242713,4.105902589
27005;AILLY;27600;;AILLY;49.158098248,1.244404254
14648;ST PIERRE DES IFS;14100;;ST PIERRE DES IFS;49.114666153,0.161633739
10070;CELLES SUR OURCE;10110;;CELLES SUR OURCE;48.073710803,4.422534657
27012;AMFREVILLE LES CHAMPS;27380;;AMFREVILLE LES CHAMPS;49.312696905,1.321536936
14652;ST PIERRE DU MONT;14450;;ST PIERRE DU MONT;49.380519063,-0.975785244
10071;CHACENAY;10110;;CHACENAY;48.108006492,4.532229162
27017;ANGERVILLE LA CAMPAGNE;27930;;ANGERVILLE LA CAMPAGNE;48.988819076,1.157414318
14654;ST PIERRE EN AUGE;14170;AMMEVILLE;ST PIERRE EN AUGE;48.993035079,0.026768813
10074;CHAMOY;10130;;CHAMOY;48.114379354,3.965919628
27018;APPEVILLE ANNEBAULT;27290;;APPEVILLE ANNEBAULT;49.322697439,0.650715441
14654;ST PIERRE EN AUGE;14170;BERVILLE;ST PIERRE EN AUGE;48.993035079,0.026768813
10075;CHAMPFLEURY;10700;;CHAMPFLEURY;48.614297375,4.031214845
27021;ASNIERES;27260;;ASNIERES;49.204918232,0.402272778
14654;ST PIERRE EN AUGE;14170;GARNETOT;ST PIERRE EN AUGE;48.993035079,0.026768813
10080;CHAOURCE;10210;;CHAOURCE;48.055280742,4.139381842
27022;LE VAL D HAZEY;27940;AUBEVOYE;LE VAL D HAZEY;49.170308197,1.315259202
14654;ST PIERRE EN AUGE;14170;GRANDMESNIL;ST PIERRE EN AUGE;48.993035079,0.026768813
10084;CHARMONT SOUS BARBUISE;10150;FONTAINE LUYERES;CHARMONT SOUS BARBUISE;48.415367578,4.180724548
27028;AUTHOU;27290;;AUTHOU;49.225779947,0.697330857
14654;ST PIERRE EN AUGE;14170;MITTOIS;ST PIERRE EN AUGE;48.993035079,0.026768813
10085;CHARMOY;10290;;CHARMOY;48.393365153,3.580853946
27034;BACQUEVILLE;27440;;BACQUEVILLE;49.321840594,1.366874481
14654;ST PIERRE EN AUGE;14170;ST MARTIN DE FRESNAY;ST PIERRE EN AUGE;48.993035079,0.026768813
10095;LE CHENE;10700;;LE CHENE;48.562540466,4.175332638
27037;BARC;27170;;BARC;49.079599373,0.824625668
14654;ST PIERRE EN AUGE;14170;ST PIERRE SUR DIVES;ST PIERRE EN AUGE;48.993035079,0.026768813
10111;COURTERON;10250;;COURTERON;48.015836037,4.462391278
27039;BARNEVILLE SUR SEINE;27310;;BARNEVILLE SUR SEINE;49.384214168,0.854979446
14658;NOUES DE SIENNE;14380;FONTENERMONT;NOUES DE SIENNE;48.828129507,-1.030250703
10120;CUSSANGY;10210;;CUSSANGY;48.023105446,4.091479681
27040;BARQUET;27170;;BARQUET;49.039591261,0.853844273
14658;NOUES DE SIENNE;14380;LE GAST;NOUES DE SIENNE;48.828129507,-1.030250703
10122;DAVREY;10130;;DAVREY;48.046664284,3.959892952
27049;MESNIL EN OUCHE;27330;THEVRAY;MESNIL EN OUCHE;48.984169237,0.663553111
14658;NOUES DE SIENNE;14380;MESNIL CLINCHAMPS;NOUES DE SIENNE;48.828129507,-1.030250703
10130;DOSNON;10700;;DOSNON;48.614913769,4.246672036
27053;LE BEC THOMAS;27370;;LE BEC THOMAS;49.238582539,0.975944461
14660;ST VAAST EN AUGE;14640;;ST VAAST EN AUGE;49.290759606,0.002533082
10131;DROUPT ST BASLE;10170;;DROUPT ST BASLE;48.480241932,3.956864645
27056;BERNAY;27300;;BERNAY;49.092558888,0.589087568
14665;SALLENELLES;14121;;SALLENELLES;49.263923209,-0.233125868
